subjnum,TaskOrder,block,block_Norm,trial,trial_num,trial_id,condition,saccindex,curritem,obs,Dwell,log_dur,p_efficient,p_engaged,decoded
25,VST_first,4,3,113,79,25_4_113,CD,1,Distractor,3,244,5.497168225293202,0.034537897206226985,0.965462102793773,Distractor Engagement
25,VST_first,4,3,113,79,25_4_113,CD,2,Distractor,3,216,5.375278407684165,0.1206455124569302,0.8793544875430698,Distractor Engagement
25,VST_first,4,3,113,79,25_4_113,CD,3,Target,1,338,5.823045895483019,1,0,Efficient Search
25,VST_first,4,3,114,80,25_4_114,CD,1,Distractor,3,158,5.062595033026967,0.052075030926403476,0.9479249690735965,Distractor Engagement
25,VST_first,4,3,114,80,25_4_114,CD,2,Distractor,3,124,4.820281565605037,0.5761373759494499,0.42386262405055014,Efficient Search
25,VST_first,4,3,114,80,25_4_114,CD,3,Target,1,240,5.480638923341991,1,0,Efficient Search
25,VST_first,4,3,115,81,25_4_115,VD,1,Distractor,3,194,5.267858159063328,0.02901074174049468,0.9709892582595053,Distractor Engagement
25,VST_first,4,3,115,81,25_4_115,VD,2,Distractor,3,220,5.393627546352362,0.12224874037216668,0.8777512596278333,Distractor Engagement
25,VST_first,4,3,115,81,25_4_115,VD,3,Distractor,3,280,5.634789603169249,0.22558813892629026,0.7744118610737096,Distractor Engagement
25,VST_first,4,3,115,81,25_4_115,VD,4,TCD,2,238,5.472270673671475,0.13632601574351672,0.8636739842564832,Distractor Engagement
25,VST_first,4,3,116,82,25_4_116,CD,1,TCD,2,252,5.529429087511423,0.03778038165262435,0.9622196183473757,Distractor Engagement
25,VST_first,4,3,116,82,25_4_116,CD,2,TCD,2,226,5.420534999272286,0.12522395397607067,0.8747760460239293,Distractor Engagement
25,VST_first,4,3,116,82,25_4_116,CD,3,Distractor,3,210,5.3471075307174685,0.11940422358433972,0.8805957764156603,Distractor Engagement
25,VST_first,4,3,116,82,25_4_116,CD,4,Distractor,3,208,5.337538079701318,0.11931239185953274,0.8806876081404673,Distractor Engagement
25,VST_first,4,3,117,83,25_4_117,VD,1,TCD,2,216,5.375278407684165,0.02807349891027059,0.9719265010897293,Distractor Engagement
25,VST_first,4,3,117,83,25_4_117,VD,2,Distractor,3,224,5.4116460518550396,0.12445617525772029,0.8755438247422798,Distractor Engagement
25,VST_first,4,3,117,83,25_4_117,VD,3,Distractor,3,234,5.455321115357702,0.1326022968292933,0.8673977031707066,Distractor Engagement
25,VST_first,4,3,117,83,25_4_117,VD,4,TCD,2,250,5.521460917862246,0.15311623518067408,0.8468837648193259,Distractor Engagement
25,VST_first,4,3,118,84,25_4_118,CD,1,TCD,2,238,5.472270673671475,0.032321719055878176,0.9676782809441219,Distractor Engagement
25,VST_first,4,3,118,84,25_4_118,CD,2,Distractor,3,258,5.552959584921617,0.16849033152424792,0.8315096684757521,Distractor Engagement
25,VST_first,4,3,118,84,25_4_118,CD,3,Distractor,3,300,5.703782474656201,0.30205993971837775,0.6979400602816223,Distractor Engagement
25,VST_first,4,3,119,85,25_4_119,VD,1,Distractor,3,184,5.214935757608986,0.031577123516544826,0.9684228764834553,Distractor Engagement
25,VST_first,4,3,119,85,25_4_119,VD,2,Distractor,3,170,5.135798437050262,0.16120846845237372,0.8387915315476262,Distractor Engagement
25,VST_first,4,3,119,85,25_4_119,VD,3,Distractor,3,216,5.375278407684165,0.12064551245693023,0.8793544875430699,Distractor Engagement
25,VST_first,4,3,119,85,25_4_119,VD,4,TCD,2,224,5.4116460518550396,0.12390057824264607,0.876099421757354,Distractor Engagement
25,VST_first,4,3,121,87,25_4_121,VD,1,Distractor,3,58,4.060443010546419,0.9999730277368776,2.6972263122327632e-5,Efficient Search
25,VST_first,4,3,121,87,25_4_121,VD,2,Distractor,3,244,5.497168225293202,0.13105438632957397,0.868945613670426,Distractor Engagement
25,VST_first,4,3,121,87,25_4_121,VD,3,Distractor,3,216,5.375278407684165,0.12064551245693021,0.8793544875430699,Distractor Engagement
25,VST_first,4,3,121,87,25_4_121,VD,4,TCD,2,198,5.288267030694535,0.12094302726823253,0.8790569727317674,Distractor Engagement
25,VST_first,4,3,121,87,25_4_121,VD,5,TCD,2,224,5.4116460518550396,0.12390057824264607,0.876099421757354,Distractor Engagement
25,VST_first,4,3,123,89,25_4_123,VD,1,TCD,2,256,5.545177444479562,0.03981109738051459,0.9601889026194854,Distractor Engagement
25,VST_first,4,3,123,89,25_4_123,VD,2,Distractor,3,284,5.648974238161206,0.23890105174649984,0.7610989482535001,Distractor Engagement
25,VST_first,4,3,123,89,25_4_123,VD,3,TCD,2,242,5.488937726156687,0.14126523774041938,0.8587347622595807,Distractor Engagement
25,VST_first,4,3,124,90,25_4_124,CD,1,Distractor,3,198,5.288267030694535,0.02843090461437711,0.9715690953856229,Distractor Engagement
25,VST_first,4,3,124,90,25_4_124,CD,2,TCD,2,266,5.583496308781699,0.18549576978063556,0.8145042302193645,Distractor Engagement
25,VST_first,4,3,124,90,25_4_124,CD,3,Distractor,3,282,5.641907070938114,0.23212421317326026,0.7678757868267397,Distractor Engagement
25,VST_first,4,3,125,91,25_4_125,VD,1,TCD,2,152,5.0238805208462765,0.06237059249113785,0.9376294075088621,Distractor Engagement
25,VST_first,4,3,125,91,25_4_125,VD,2,TCD,2,124,4.820281565605037,0.57488936590975,0.42511063409024996,Efficient Search
25,VST_first,4,3,125,91,25_4_125,VD,3,TCD,2,204,5.318119993844216,0.10763675197765811,0.8923632480223419,Distractor Engagement
25,VST_first,4,3,125,91,25_4_125,VD,4,Target,1,334,5.811140992976701,1,0,Efficient Search
25,VST_first,4,3,126,92,25_4_126,CD,1,Distractor,3,166,5.111987788356544,0.042507816080707,0.9574921839192929,Distractor Engagement
25,VST_first,4,3,126,92,25_4_126,CD,2,Distractor,3,94,4.543294782270004,0.9689741468973966,0.03102585310260348,Efficient Search
25,VST_first,4,3,126,92,25_4_126,CD,3,Distractor,3,248,5.5134287461649825,0.13652985180486082,0.8634701481951391,Distractor Engagement
25,VST_first,4,3,126,92,25_4_126,CD,4,Target,1,440,6.0867747269123065,1,0,Efficient Search
25,VST_first,4,3,127,93,25_4_127,VD,1,TCD,2,258,5.552959584921617,0.04091483340307255,0.9590851665969274,Distractor Engagement
25,VST_first,4,3,127,93,25_4_127,VD,2,Distractor,3,208,5.337538079701318,0.11931239185953273,0.8806876081404673,Distractor Engagement
25,VST_first,4,3,127,93,25_4_127,VD,3,TCD,2,220,5.393627546352362,0.12170162800665714,0.8782983719933428,Distractor Engagement
25,VST_first,4,3,127,93,25_4_127,VD,4,Distractor,3,200,5.298317366548036,0.12067916132160632,0.8793208386783936,Distractor Engagement
25,VST_first,4,3,128,94,25_4_128,VD,1,TCD,2,226,5.420534999272286,0.029401185352909025,0.970598814647091,Distractor Engagement
25,VST_first,4,3,128,94,25_4_128,VD,2,TCD,2,222,5.402677381872279,0.12272634364133495,0.877273656358665,Distractor Engagement
25,VST_first,4,3,128,94,25_4_128,VD,3,Distractor,3,240,5.480638923341991,0.13932728978326114,0.860672710216739,Distractor Engagement
25,VST_first,4,3,128,94,25_4_128,VD,4,Target,1,330,5.799092654460526,1,0,Efficient Search
25,VST_first,5,4,129,95,25_5_129,VD,1,Distractor,3,188,5.236441962829949,0.030336644659885028,0.969663355340115,Distractor Engagement
25,VST_first,5,4,129,95,25_5_129,VD,2,TCD,2,188,5.236441962829949,0.1282314579317928,0.8717685420682072,Distractor Engagement
25,VST_first,5,4,129,95,25_5_129,VD,3,Target,1,410,6.016157159698354,1,0,Efficient Search
25,VST_first,5,4,130,96,25_5_130,VD,1,TCD,2,238,5.472270673671475,0.032321719055878176,0.9676782809441219,Distractor Engagement
25,VST_first,5,4,130,96,25_5_130,VD,2,TCD,2,258,5.552959584921617,0.16777582636132468,0.8322241736386753,Distractor Engagement
25,VST_first,5,4,130,96,25_5_130,VD,3,Distractor,3,178,5.181783550292085,0.1429719131775577,0.8570280868224424,Distractor Engagement
25,VST_first,5,4,130,96,25_5_130,VD,4,TCD,2,194,5.267858159063328,0.12317042073984674,0.8768295792601533,Distractor Engagement
25,VST_first,5,4,131,97,25_5_131,CD,1,TCD,2,172,5.147494476813453,0.037440092248691846,0.9625599077513082,Distractor Engagement
25,VST_first,5,4,131,97,25_5_131,CD,2,TCD,2,126,4.836281906951478,0.5402237330462396,0.45977626695376034,Efficient Search
25,VST_first,5,4,131,97,25_5_131,CD,3,Distractor,3,570,6.345636360828596,0.9987347670127977,0.0012652329872022275,Efficient Search
25,VST_first,5,4,132,98,25_5_132,VD,1,TCD,2,172,5.147494476813453,0.037440092248691846,0.9625599077513082,Distractor Engagement
25,VST_first,5,4,132,98,25_5_132,VD,2,TCD,2,76,4.330733340286331,0.9988190992497644,0.0011809007502355845,Efficient Search
25,VST_first,5,4,132,98,25_5_132,VD,3,TCD,2,216,5.375278407684165,0.10855636946894237,0.8914436305310577,Distractor Engagement
25,VST_first,5,4,132,98,25_5_132,VD,4,Distractor,3,228,5.429345628954441,0.12726283638278174,0.8727371636172182,Distractor Engagement
25,VST_first,5,4,133,99,25_5_133,CD,1,Distractor,3,208,5.337538079701318,0.027869101461780465,0.9721308985382194,Distractor Engagement
25,VST_first,5,4,133,99,25_5_133,CD,2,Distractor,3,58,4.060443010546419,0.9999942922995047,5.707700495382394e-6,Efficient Search
25,VST_first,5,4,133,99,25_5_133,CD,3,Distractor,3,230,5.438079308923196,0.11661012861139228,0.8833898713886077,Distractor Engagement
25,VST_first,5,4,133,99,25_5_133,CD,4,Distractor,3,204,5.318119993844216,0.1196372279854394,0.8803627720145606,Distractor Engagement
25,VST_first,5,4,134,100,25_5_134,VD,1,Distractor,3,168,5.123963979403259,0.0407014548063808,0.9592985451936192,Distractor Engagement
25,VST_first,5,4,134,100,25_5_134,VD,2,Distractor,3,66,4.189654742026425,0.9999146873992675,8.531260073254764e-5,Efficient Search
25,VST_first,5,4,134,100,25_5_134,VD,3,Distractor,3,214,5.365976015021851,0.10852850563181939,0.8914714943681806,Distractor Engagement
25,VST_first,5,4,134,100,25_5_134,VD,4,Distractor,3,220,5.393627546352362,0.12224874037216668,0.8777512596278333,Distractor Engagement
25,VST_first,5,4,134,100,25_5_134,VD,5,TCD,2,244,5.497168225293202,0.14397694339707176,0.8560230566029283,Distractor Engagement
25,VST_first,5,4,135,101,25_5_135,CD,1,TCD,2,156,5.049856007249537,0.054944612053478066,0.9450553879465219,Distractor Engagement
25,VST_first,5,4,135,101,25_5_135,CD,2,TCD,2,76,4.330733340286331,0.9988190992497644,0.0011809007502355847,Efficient Search
25,VST_first,5,4,135,101,25_5_135,CD,3,TCD,2,212,5.356586274672012,0.1076569585982223,0.8923430414017777,Distractor Engagement
25,VST_first,5,4,135,101,25_5_135,CD,4,Distractor,3,232,5.44673737166631,0.13067065934177233,0.8693293406582278,Distractor Engagement
25,VST_first,5,4,136,102,25_5_136,CD,1,TCD,2,242,5.488937726156687,0.03363953381095685,0.9663604661890431,Distractor Engagement
25,VST_first,5,4,136,102,25_5_136,CD,2,Distractor,3,212,5.356586274672012,0.11965938536214576,0.8803406146378542,Distractor Engagement
25,VST_first,5,4,136,102,25_5_136,CD,3,Distractor,3,220,5.393627546352362,0.12224874037216667,0.8777512596278333,Distractor Engagement
25,VST_first,5,4,136,102,25_5_136,CD,4,Distractor,3,214,5.365976015021851,0.12007416466834608,0.8799258353316539,Distractor Engagement
25,VST_first,5,4,137,103,25_5_137,CD,1,Distractor,3,168,5.123963979403259,0.0407014548063808,0.9592985451936192,Distractor Engagement
25,VST_first,5,4,137,103,25_5_137,CD,2,Distractor,3,88,4.477336814478207,0.9876679826433022,0.012332017356697821,Efficient Search
25,VST_first,5,4,137,103,25_5_137,CD,3,TCD,2,238,5.472270673671475,0.12343688505327316,0.8765631149467269,Distractor Engagement
25,VST_first,5,4,137,103,25_5_137,CD,4,TCD,2,236,5.4638318050256105,0.13409339411885482,0.8659066058811451,Distractor Engagement
25,VST_first,5,4,138,104,25_5_138,CD,1,TCD,2,290,5.66988092298052,0.06911060186001505,0.9308893981399851,Distractor Engagement
25,VST_first,5,4,138,104,25_5_138,CD,2,TCD,2,244,5.497168225293202,0.14397694339707173,0.8560230566029282,Distractor Engagement
25,VST_first,5,4,138,104,25_5_138,CD,3,Target,1,240,5.480638923341991,1,0,Efficient Search
25,VST_first,5,4,139,105,25_5_139,VD,1,TCD,2,148,4.997212273764115,0.07176489933114917,0.9282351006688508,Distractor Engagement
25,VST_first,5,4,139,105,25_5_139,VD,2,TCD,2,108,4.68213122712422,0.8454774144013628,0.1545225855986371,Efficient Search
25,VST_first,5,4,139,105,25_5_139,VD,3,Distractor,3,210,5.3471075307174685,0.10791508206121839,0.8920849179387816,Distractor Engagement
25,VST_first,5,4,139,105,25_5_139,VD,4,Distractor,3,306,5.723585101952381,0.3298872229247083,0.6701127770752917,Distractor Engagement
25,VST_first,5,4,140,106,25_5_140,CD,1,TCD,2,256,5.545177444479562,0.03981109738051459,0.9601889026194854,Distractor Engagement
25,VST_first,5,4,140,106,25_5_140,CD,2,Distractor,3,234,5.455321115357702,0.13260229682929334,0.8673977031707066,Distractor Engagement
25,VST_first,5,4,140,106,25_5_140,CD,3,Distractor,3,228,5.429345628954441,0.12726283638278174,0.8727371636172183,Distractor Engagement
25,VST_first,5,4,140,106,25_5_140,CD,4,Target,1,410,6.016157159698354,1,0,Efficient Search
25,VST_first,5,4,141,107,25_5_141,CD,1,Distractor,3,142,4.955827057601261,0.09136287998059722,0.9086371200194028,Distractor Engagement
25,VST_first,5,4,141,107,25_5_141,CD,2,Distractor,3,182,5.204006687076795,0.13632626277769877,0.8636737372223013,Distractor Engagement
25,VST_first,5,4,141,107,25_5_141,CD,3,Distractor,3,56,4.02535169073515,0.9999973947698092,2.605230190686761e-6,Efficient Search
25,VST_first,5,4,141,107,25_5_141,CD,4,Distractor,3,200,5.298317366548036,0.10908254079055912,0.8909174592094409,Distractor Engagement
25,VST_first,5,4,141,107,25_5_141,CD,5,TCD,2,220,5.393627546352362,0.12170162800665715,0.8782983719933429,Distractor Engagement
25,VST_first,5,4,144,110,25_5_144,CD,1,Distractor,3,440,6.0867747269123065,0.7861572492059722,0.2138427507940279,Efficient Search
25,VST_first,5,4,144,110,25_5_144,CD,2,TCD,2,242,5.488937726156687,0.12797831894674336,0.8720216810532566,Distractor Engagement
25,VST_first,5,4,144,110,25_5_144,CD,3,Distractor,3,200,5.298317366548036,0.12067916132160632,0.8793208386783936,Distractor Engagement
25,VST_first,5,4,145,111,25_5_145,CD,1,TCD,2,178,5.181783550292085,0.03392972387564491,0.966070276124355,Distractor Engagement
25,VST_first,5,4,145,111,25_5_145,CD,2,TCD,2,42,3.7376696182833684,0.999999998105783,1.894216929691119e-9,Efficient Search
25,VST_first,5,4,145,111,25_5_145,CD,3,Distractor,3,290,5.66988092298052,0.2393143497326489,0.7606856502673511,Distractor Engagement
25,VST_first,5,4,145,111,25_5_145,CD,4,Distractor,3,218,5.384495062789089,0.12137099323324992,0.87862900676675,Distractor Engagement
25,VST_first,5,4,146,112,25_5_146,CD,1,TCD,2,240,5.480638923341991,0.03295789543227604,0.9670421045677239,Distractor Engagement
25,VST_first,5,4,146,112,25_5_146,CD,2,Distractor,3,150,5.0106352940962555,0.2536973713932132,0.7463026286067868,Distractor Engagement
25,VST_first,5,4,146,112,25_5_146,CD,3,Distractor,3,100,4.605170185988092,0.9325337725041051,0.067466227495895,Efficient Search
25,VST_first,5,4,146,112,25_5_146,CD,4,Distractor,3,196,5.278114659230517,0.11074900453900392,0.8892509954609961,Distractor Engagement
25,VST_first,5,4,146,112,25_5_146,CD,5,TCD,2,206,5.327876168789581,0.11885227782250861,0.8811477221774914,Distractor Engagement
25,VST_first,5,4,147,113,25_5_147,VD,1,TCD,2,174,5.159055299214529,0.03614006570560659,0.9638599342943934,Distractor Engagement
25,VST_first,5,4,147,113,25_5_147,VD,2,TCD,2,46,3.828641396489095,0.9999999782388274,2.1761172698526407e-8,Efficient Search
25,VST_first,5,4,147,113,25_5_147,VD,3,Distractor,3,280,5.634789603169249,0.2062752210826875,0.7937247789173124,Distractor Engagement
25,VST_first,5,4,147,113,25_5_147,VD,4,TCD,2,224,5.4116460518550396,0.12390057824264607,0.8760994217573539,Distractor Engagement
25,VST_first,5,4,148,114,25_5_148,VD,1,Distractor,3,236,5.4638318050256105,0.03188713473164307,0.9681128652683569,Distractor Engagement
25,VST_first,5,4,148,114,25_5_148,VD,2,Distractor,3,202,5.308267697401205,0.12006517552339589,0.8799348244766041,Distractor Engagement
25,VST_first,5,4,148,114,25_5_148,VD,3,TCD,2,228,5.429345628954441,0.12669652297024483,0.8733034770297551,Distractor Engagement
25,VST_first,5,4,149,115,25_5_149,CD,1,Distractor,3,176,5.170483995038151,0.03514698654472409,0.9648530134552759,Distractor Engagement
25,VST_first,5,4,149,115,25_5_149,CD,2,Distractor,3,66,4.189654742026425,0.9999146873992674,8.531260073254762e-5,Efficient Search
25,VST_first,5,4,149,115,25_5_149,CD,3,Target,1,550,6.309918278226516,1,0,Efficient Search
25,VST_first,5,4,150,116,25_5_150,CD,1,TCD,2,262,5.568344503761097,0.04331098959937587,0.9566890104006242,Distractor Engagement
25,VST_first,5,4,150,116,25_5_150,CD,2,Target,1,440,6.0867747269123065,1,0,Efficient Search
25,VST_first,5,4,151,117,25_5_151,VD,1,Distractor,3,238,5.472270673671475,0.032481882072048635,0.9675181179279514,Distractor Engagement
25,VST_first,5,4,151,117,25_5_151,VD,2,Target,1,290,5.66988092298052,1,0,Efficient Search
25,VST_first,5,4,153,119,25_5_153,CD,1,TCD,2,224,5.4116460518550396,0.029056834621729474,0.9709431653782705,Distractor Engagement
25,VST_first,5,4,153,119,25_5_153,CD,2,Distractor,3,226,5.420534999272286,0.1257846332859123,0.8742153667140877,Distractor Engagement
25,VST_first,5,4,153,119,25_5_153,CD,3,Distractor,3,196,5.278114659230517,0.1224984283632048,0.8775015716367953,Distractor Engagement
25,VST_first,5,4,153,119,25_5_153,CD,4,TCD,2,212,5.356586274672012,0.11912228870563549,0.8808777112943645,Distractor Engagement
25,VST_first,5,4,155,121,25_5_155,VD,1,Distractor,3,220,5.393627546352362,0.028628131695971885,0.9713718683040282,Distractor Engagement
25,VST_first,5,4,155,121,25_5_155,VD,2,TCD,2,230,5.438079308923196,0.12831874071749289,0.8716812592825072,Distractor Engagement
25,VST_first,5,4,155,121,25_5_155,VD,3,Distractor,3,202,5.308267697401205,0.12006517552339586,0.8799348244766041,Distractor Engagement
25,VST_first,5,4,156,122,25_5_156,CD,1,Distractor,3,180,5.19295685089021,0.033159087103397655,0.9668409128966023,Distractor Engagement
25,VST_first,5,4,156,122,25_5_156,CD,2,Distractor,3,64,4.1588830833596715,0.9999540099906217,4.599000937831657e-5,Efficient Search
25,VST_first,5,4,156,122,25_5_156,CD,3,TCD,2,196,5.278114659230517,0.11024689392267789,0.889753106077322,Distractor Engagement
25,VST_first,5,4,156,122,25_5_156,CD,4,TCD,2,200,5.298317366548036,0.12013811200920711,0.8798618879907929,Distractor Engagement
25,VST_first,5,4,158,124,25_5_158,VD,1,Distractor,3,220,5.393627546352362,0.028628131695971885,0.9713718683040282,Distractor Engagement
25,VST_first,5,4,158,124,25_5_158,VD,2,TCD,2,226,5.420534999272286,0.12522395397607064,0.8747760460239294,Distractor Engagement
25,VST_first,5,4,158,124,25_5_158,VD,3,TCD,2,228,5.429345628954441,0.1266965229702449,0.8733034770297552,Distractor Engagement
25,VST_first,5,4,158,124,25_5_158,VD,4,Distractor,3,216,5.375278407684165,0.12064551245693021,0.8793544875430698,Distractor Engagement
25,VST_first,5,4,159,125,25_5_159,VD,1,Distractor,3,184,5.214935757608986,0.031577123516544826,0.9684228764834553,Distractor Engagement
25,VST_first,5,4,159,125,25_5_159,VD,2,Distractor,3,244,5.497168225293202,0.14460770749121182,0.8553922925087882,Distractor Engagement
25,VST_first,5,4,159,125,25_5_159,VD,3,Distractor,3,360,5.886104031450156,0.6466457730057795,0.35335422699422053,Efficient Search
25,VST_first,6,5,161,126,25_6_161,CD,1,Distractor,3,240,5.480638923341991,0.033121102978109246,0.9668788970218907,Distractor Engagement
25,VST_first,6,5,161,126,25_6_161,CD,2,TCD,2,202,5.308267697401205,0.11952650475711779,0.8804734952428821,Distractor Engagement
25,VST_first,6,5,161,126,25_6_161,CD,3,Distractor,3,182,5.204006687076795,0.13632626277769877,0.8636737372223012,Distractor Engagement
25,VST_first,6,5,163,128,25_6_163,VD,1,Distractor,3,192,5.2574953720277815,0.02938797714140907,0.9706120228585909,Distractor Engagement
25,VST_first,6,5,163,128,25_6_163,VD,2,Distractor,3,154,5.0369526024136295,0.22769711724342515,0.7723028827565748,Distractor Engagement
25,VST_first,6,5,163,128,25_6_163,VD,3,Distractor,3,198,5.288267030694535,0.12148720104466514,0.8785127989553349,Distractor Engagement
25,VST_first,6,5,163,128,25_6_163,VD,4,TCD,2,196,5.278114659230517,0.12195035379683818,0.8780496462031618,Distractor Engagement
25,VST_first,6,5,164,129,25_6_164,CD,1,TCD,2,252,5.529429087511423,0.03778038165262435,0.9622196183473757,Distractor Engagement
25,VST_first,6,5,164,129,25_6_164,CD,2,TCD,2,246,5.5053315359323625,0.14685387017811324,0.8531461298218868,Distractor Engagement
25,VST_first,6,5,164,129,25_6_164,CD,3,Distractor,3,212,5.356586274672012,0.11965938536214578,0.8803406146378542,Distractor Engagement
25,VST_first,6,5,164,129,25_6_164,CD,4,TCD,2,242,5.488937726156687,0.14126523774041935,0.8587347622595807,Distractor Engagement
25,VST_first,6,5,165,130,25_6_165,CD,1,TCD,2,248,5.5134287461649825,0.03597107604061722,0.9640289239593828,Distractor Engagement
25,VST_first,6,5,165,130,25_6_165,CD,2,TCD,2,238,5.472270673671475,0.13632601574351672,0.8636739842564832,Distractor Engagement
25,VST_first,6,5,165,130,25_6_165,CD,3,Distractor,3,222,5.402677381872279,0.12327741605469193,0.8767225839453081,Distractor Engagement
25,VST_first,6,5,166,131,25_6_166,CD,1,TCD,2,262,5.568344503761097,0.04331098959937587,0.9566890104006242,Distractor Engagement
25,VST_first,6,5,166,131,25_6_166,CD,2,Distractor,3,250,5.521460917862246,0.15377984574035072,0.8462201542596494,Distractor Engagement
25,VST_first,6,5,166,131,25_6_166,CD,3,Target,1,578,6.359573868672378,1,0,Efficient Search
25,VST_first,6,5,167,132,25_6_167,CD,1,TCD,2,172,5.147494476813453,0.037440092248691846,0.9625599077513082,Distractor Engagement
25,VST_first,6,5,167,132,25_6_167,CD,2,TCD,2,90,4.499809670330265,0.9828547298431589,0.017145270156841117,Efficient Search
25,VST_first,6,5,167,132,25_6_167,CD,3,Distractor,3,190,5.247024072160486,0.11474856312431855,0.8852514368756815,Distractor Engagement
25,VST_first,6,5,167,132,25_6_167,CD,4,Distractor,3,290,5.66988092298052,0.26070458632160637,0.7392954136783937,Distractor Engagement
25,VST_first,6,5,168,133,25_6_168,CD,1,TCD,2,158,5.062595033026967,0.051823431981838024,0.948176568018162,Distractor Engagement
25,VST_first,6,5,168,133,25_6_168,CD,2,TCD,2,90,4.499809670330265,0.9828547298431589,0.017145270156841117,Efficient Search
25,VST_first,6,5,168,133,25_6_168,CD,3,Distractor,3,238,5.472270673671475,0.1239906970424524,0.8760093029575476,Distractor Engagement
25,VST_first,6,5,168,133,25_6_168,CD,4,TCD,2,300,5.703782474656201,0.30098404374869125,0.6990159562513087,Distractor Engagement
25,VST_first,6,5,169,134,25_6_169,CD,1,Distractor,3,210,5.3471075307174685,0.02789278069997876,0.9721072193000212,Distractor Engagement
25,VST_first,6,5,169,134,25_6_169,CD,2,TCD,2,182,5.204006687076795,0.1357258898608915,0.8642741101391085,Distractor Engagement
25,VST_first,6,5,169,134,25_6_169,CD,3,TCD,2,206,5.327876168789581,0.11885227782250862,0.8811477221774914,Distractor Engagement
25,VST_first,6,5,169,134,25_6_169,CD,4,TCD,2,212,5.356586274672012,0.11912228870563549,0.8808777112943644,Distractor Engagement
25,VST_first,6,5,171,136,25_6_171,VD,1,Distractor,3,212,5.356586274672012,0.027958595227600396,0.9720414047723996,Distractor Engagement
25,VST_first,6,5,171,136,25_6_171,VD,2,Distractor,3,212,5.356586274672012,0.11965938536214578,0.8803406146378543,Distractor Engagement
25,VST_first,6,5,171,136,25_6_171,VD,3,Target,1,512,6.238324625039508,1,0,Efficient Search
25,VST_first,6,5,172,137,25_6_172,VD,1,TCD,2,284,5.648974238161206,0.06198714869408823,0.9380128513059118,Distractor Engagement
25,VST_first,6,5,172,137,25_6_172,VD,2,Distractor,3,220,5.393627546352362,0.12224874037216668,0.8777512596278333,Distractor Engagement
25,VST_first,6,5,172,137,25_6_172,VD,3,Target,1,346,5.846438775057725,1,0,Efficient Search
25,VST_first,6,5,174,139,25_6_174,VD,1,TCD,2,222,5.402677381872279,0.02875195744756534,0.9712480425524346,Distractor Engagement
25,VST_first,6,5,174,139,25_6_174,VD,2,Target,1,226,5.420534999272286,1,0,Efficient Search
25,VST_first,6,5,175,140,25_6_175,VD,1,Distractor,3,170,5.135798437050262,0.039080090399131136,0.9609199096008688,Distractor Engagement
25,VST_first,6,5,175,140,25_6_175,VD,2,TCD,2,268,5.5909869805108565,0.190436036589412,0.809563963410588,Distractor Engagement
25,VST_first,6,5,175,140,25_6_175,VD,3,Distractor,3,242,5.488937726156687,0.14188609094554736,0.8581139090544526,Distractor Engagement
25,VST_first,6,5,175,140,25_6_175,VD,4,Target,1,246,5.5053315359323625,1,0,Efficient Search
25,VST_first,6,5,176,141,25_6_176,VD,1,Distractor,3,496,6.206575926724928,0.9515271128710222,0.04847288712897786,Efficient Search
25,VST_first,6,5,176,141,25_6_176,VD,2,Distractor,3,132,4.882801922586371,0.4178982267300325,0.5821017732699674,Distractor Engagement
25,VST_first,6,5,176,141,25_6_176,VD,3,Distractor,3,244,5.497168225293202,0.14460770749121182,0.8553922925087882,Distractor Engagement
25,VST_first,6,5,177,142,25_6_177,CD,1,Distractor,3,136,4.912654885736052,0.11954108213972522,0.8804589178602747,Distractor Engagement
25,VST_first,6,5,177,142,25_6_177,CD,2,Distractor,3,140,4.941642422609304,0.34322193287365366,0.6567780671263463,Distractor Engagement
25,VST_first,6,5,177,142,25_6_177,CD,3,Distractor,3,160,5.075173815233827,0.19673469421913806,0.803265305780862,Distractor Engagement
25,VST_first,6,5,177,142,25_6_177,CD,4,TCD,2,204,5.318119993844216,0.11910021732826775,0.8808997826717323,Distractor Engagement
25,VST_first,6,5,178,143,25_6_178,VD,1,Distractor,3,200,5.298317366548036,0.028221920826883427,0.9717780791731165,Distractor Engagement
25,VST_first,6,5,178,143,25_6_178,VD,2,Target,1,484,6.182084906716632,1,0,Efficient Search
25,VST_first,6,5,179,144,25_6_179,VD,1,TCD,2,386,5.955837369464831,0.43768745388301383,0.5623125461169862,Distractor Engagement
25,VST_first,6,5,179,144,25_6_179,VD,2,TCD,2,226,5.420534999272286,0.12522395397607064,0.8747760460239293,Distractor Engagement
25,VST_first,6,5,179,144,25_6_179,VD,3,Distractor,3,288,5.662960480135946,0.2531887677557755,0.7468112322442246,Distractor Engagement
25,VST_first,6,5,181,146,25_6_181,CD,1,TCD,2,146,4.983606621708336,0.07738342093020639,0.9226165790697937,Distractor Engagement
25,VST_first,6,5,181,146,25_6_181,CD,2,TCD,2,112,4.718498871295094,0.7857758111173532,0.21422418888264688,Efficient Search
25,VST_first,6,5,181,146,25_6_181,CD,3,TCD,2,202,5.308267697401205,0.10802704065972157,0.8919729593402783,Distractor Engagement
25,VST_first,6,5,181,146,25_6_181,CD,4,Target,1,448,6.104793232414985,1,0,Efficient Search
25,VST_first,6,5,182,147,25_6_182,CD,1,TCD,2,172,5.147494476813453,0.037440092248691846,0.9625599077513082,Distractor Engagement
