subjnum,TaskOrder,block_Norm,CD,VD,suppress_score
47,VST_first,1,0.6888282703388922,0.7034342521142373,0.014605981775345112
47,VST_first,2,0.7302787813459899,0.7048420941856623,-0.025436687160327542
47,VST_first,3,0.7153613243790927,0.666837204856225,-0.048524119522867726
47,VST_first,4,0.6974573019205086,0.7023635799786228,0.004906278058114166
47,VST_first,5,0.6468192752029931,0.6862983465246859,0.039479071321692816
47,VST_first,6,0.7220077764126639,0.7155538433071147,-0.006453933105549203
47,VST_first,7,0.7503962535346088,0.660347333369915,-0.09004892016469379
47,VST_first,8,0.6296500171188104,0.6332611667810732,0.003611149662262836
48,RSVP_first,1,0.7420782982605544,0.7237015307518949,-0.018376767508659464
48,RSVP_first,2,0.7054950389126304,0.7501920803034287,0.04469704139079822
48,RSVP_first,3,0.7279472504641653,0.7088633775625189,-0.01908387290164637
48,RSVP_first,4,0.7428165921251733,0.7353372484561117,-0.0074793436690615556
48,RSVP_first,5,0.71149067714944,0.6831899871583967,-0.028300689991043293
48,RSVP_first,6,0.7448139587731847,0.721793992402803,-0.023019966370381728
48,RSVP_first,7,0.6962646436038836,0.6942959799614093,-0.0019686636424742776
48,RSVP_first,8,0.6251578193736843,0.6902562733698038,0.06509845399611947
